jurisdiction,week,first_dose,second_dose,vaccine
South Dakota,03/29/2021,14040,14040,pfizer
Utah,03/29/2021,46800,46800,pfizer
Wyoming,03/29/2021,10530,10530,pfizer
Arizona,03/29/2021,114660,114660,pfizer
California,03/29/2021,644670,644670,pfizer
Hawaii,03/29/2021,24570,24570,pfizer
Nevada,03/29/2021,49140,49140,pfizer
American Samoa,03/29/2021,11700,0,pfizer
Guam,03/29/2021,25740,0,pfizer
Marshall Islands,03/29/2021,0,0,pfizer
Micronesia,03/29/2021,0,0,pfizer
Mariana Islands,03/29/2021,11700,0,pfizer
Palau,03/29/2021,0,0,pfizer
Alaska,03/29/2021,91260,79560,pfizer
Idaho,03/29/2021,26910,26910,pfizer
Oregon,03/29/2021,70200,70200,pfizer
Washington,03/29/2021,122850,122850,pfizer
Federal Entities,03/29/2021,201240,201240,pfizer
Connecticut,03/22/2021,50310,50310,pfizer
Maine,03/22/2021,19890,19890,pfizer
Massachusetts,03/22/2021,95940,95940,pfizer
New Hampshire,03/22/2021,19890,19890,pfizer
Rhode Island,03/22/2021,15210,15210,pfizer
Vermont,03/22/2021,9360,9360,pfizer
New Jersey,03/22/2021,120510,120510,pfizer
New York,03/22/2021,153270,153270,pfizer
New York City,03/22/2021,117000,117000,pfizer
Puerto Rico,03/22/2021,47970,47970,pfizer
U.S. Virgin Islands,03/22/2021,2340,2340,pfizer
Delaware,03/22/2021,14040,14040,pfizer
District of Columbia,03/22/2021,10530,10530,pfizer
Maryland,03/22/2021,81900,81900,pfizer
Pennsylvania,03/22/2021,155610,155610,pfizer
Philadelphia,03/22/2021,22230,22230,pfizer
Virginia,03/22/2021,114660,114660,pfizer
West Virginia,03/22/2021,25740,25740,pfizer
Alabama,03/22/2021,66690,66690,pfizer
Florida,03/22/2021,286650,286650,pfizer
Georgia,03/22/2021,136890,136890,pfizer
Kentucky,03/22/2021,60840,60840,pfizer
Mississippi,03/22/2021,39780,39780,pfizer
North Carolina,03/22/2021,138060,138060,pfizer
South Carolina,03/22/2021,67860,67860,pfizer
Tennessee,03/22/2021,90090,90090,pfizer
Chicago,03/22/2021,37440,37440,pfizer
Illinois,03/22/2021,136890,136890,pfizer
Indiana,03/22/2021,88920,88920,pfizer
Michigan,03/22/2021,135720,135720,pfizer
Minnesota,03/22/2021,74880,74880,pfizer
Ohio,03/22/2021,157950,157950,pfizer
Wisconsin,03/22/2021,79560,79560,pfizer
Arkansas,03/22/2021,39780,39780,pfizer
Louisiana,03/22/2021,62010,62010,pfizer
New Mexico,03/22/2021,29250,29250,pfizer
Oklahoma,03/22/2021,52650,52650,pfizer
Texas,03/22/2021,359190,359190,pfizer
Iowa,03/22/2021,42120,42120,pfizer
Kansas,03/22/2021,38610,38610,pfizer
Missouri,03/22/2021,83070,83070,pfizer
Nebraska,03/22/2021,25740,25740,pfizer
Colorado,03/22/2021,74880,74880,pfizer
Montana,03/22/2021,15210,15210,pfizer
North Dakota,03/22/2021,10530,10530,pfizer
South Dakota,03/22/2021,11700,11700,pfizer
Utah,03/22/2021,37440,37440,pfizer
Wyoming,03/22/2021,8190,8190,pfizer
Arizona,03/22/2021,93600,93600,pfizer
California,03/22/2021,524160,524160,pfizer
Hawaii,03/22/2021,19890,19890,pfizer
Nevada,03/22/2021,39780,39780,pfizer
American Samoa,03/22/2021,0,0,pfizer
Guam,03/22/2021,0,0,pfizer
Marshall Islands,03/22/2021,0,0,pfizer
Micronesia,03/22/2021,0,0,pfizer
Mariana Islands,03/22/2021,0,0,pfizer
Palau,03/22/2021,0,0,pfizer
Alaska,03/22/2021,0,0,pfizer
Idaho,03/22/2021,22230,22230,pfizer
Oregon,03/22/2021,57330,57330,pfizer
Washington,03/22/2021,100620,100620,pfizer
Federal Entities,03/22/2021,195390,195390,pfizer
Connecticut,03/15/2021,49140,49140,pfizer
Maine,03/15/2021,18720,18720,pfizer
Massachusetts,03/15/2021,93600,93600,pfizer
New Hampshire,03/15/2021,18720,18720,pfizer
Rhode Island,03/15/2021,15210,15210,pfizer
Vermont,03/15/2021,9360,9360,pfizer
New Jersey,03/15/2021,119340,119340,pfizer
New York,03/15/2021,150930,150930,pfizer
New York City,03/15/2021,114660,114660,pfizer
Puerto Rico,03/15/2021,46800,46800,pfizer
U.S. Virgin Islands,03/15/2021,2340,2340,pfizer
Delaware,03/15/2021,12870,12870,pfizer
District of Columbia,03/15/2021,10530,10530,pfizer
Maryland,03/15/2021,80730,80730,pfizer
Pennsylvania,03/15/2021,153270,153270,pfizer
Philadelphia,03/15/2021,22230,22230,pfizer
Virginia,03/15/2021,112320,112320,pfizer
West Virginia,03/15/2021,25740,25740,pfizer
Alabama,03/15/2021,65520,65520,pfizer
Florida,03/15/2021,281970,281970,pfizer
Georgia,03/15/2021,134550,134550,pfizer
Kentucky,03/15/2021,59670,59670,pfizer
Mississippi,03/15/2021,39780,39780,pfizer
North Carolina,03/15/2021,135720,135720,pfizer
South Carolina,03/15/2021,66690,66690,pfizer
Tennessee,03/15/2021,88920,88920,pfizer
Chicago,03/15/2021,36270,36270,pfizer
Illinois,03/15/2021,134550,134550,pfizer
Indiana,03/15/2021,87750,87750,pfizer
Michigan,03/15/2021,133380,133380,pfizer
Minnesota,03/15/2021,73710,73710,pfizer
Ohio,03/15/2021,155610,155610,pfizer
Wisconsin,03/15/2021,78390,78390,pfizer
Arkansas,03/15/2021,39780,39780,pfizer
Louisiana,03/15/2021,62010,62010,pfizer
New Mexico,03/15/2021,28080,28080,pfizer
Oklahoma,03/15/2021,51480,51480,pfizer
Texas,03/15/2021,353340,353340,pfizer
Iowa,03/15/2021,42120,42120,pfizer
Kansas,03/15/2021,38610,38610,pfizer
Missouri,03/15/2021,80730,80730,pfizer
Nebraska,03/15/2021,25740,25740,pfizer
Colorado,03/15/2021,73710,73710,pfizer
Montana,03/15/2021,14040,14040,pfizer
North Dakota,03/15/2021,10530,10530,pfizer
South Dakota,03/15/2021,11700,11700,pfizer
Utah,03/15/2021,37440,37440,pfizer
Wyoming,03/15/2021,8190,8190,pfizer
Arizona,03/15/2021,92430,92430,pfizer
California,03/15/2021,515970,515970,pfizer
Hawaii,03/15/2021,19890,19890,pfizer
Nevada,03/15/2021,38610,38610,pfizer
American Samoa,03/15/2021,0,0,pfizer
Guam,03/15/2021,0,0,pfizer
Marshall Islands,03/15/2021,0,0,pfizer
Micronesia,03/15/2021,0,0,pfizer
Mariana Islands,03/15/2021,0,0,pfizer
Palau,03/15/2021,0,0,pfizer
Alaska,03/15/2021,0,0,pfizer
Idaho,03/15/2021,22230,22230,pfizer
Oregon,03/15/2021,56160,56160,pfizer
Washington,03/15/2021,98280,98280,pfizer
Federal Entities,03/15/2021,182520,182520,pfizer
Connecticut,03/08/2021,45630,45630,pfizer
Maine,03/08/2021,17550,17550,pfizer
Massachusetts,03/08/2021,87750,87750,pfizer
New Hampshire,03/08/2021,17550,17550,pfizer
Rhode Island,03/08/2021,14040,14040,pfizer
Vermont,03/08/2021,8190,8190,pfizer
New Jersey,03/08/2021,111150,111150,pfizer
New York,03/08/2021,140400,140400,pfizer
New York City,03/08/2021,106470,106470,pfizer
Puerto Rico,03/08/2021,43290,43290,pfizer
U.S. Virgin Islands,03/08/2021,2340,2340,pfizer
Delaware,03/08/2021,12870,12870,pfizer
District of Columbia,03/08/2021,9360,9360,pfizer
Maryland,03/08/2021,74880,74880,pfizer
Pennsylvania,03/08/2021,141570,141570,pfizer
Philadelphia,03/08/2021,19890,19890,pfizer
Virginia,03/08/2021,105300,105300,pfizer
West Virginia,03/08/2021,23400,23400,pfizer
Alabama,03/08/2021,60840,60840,pfizer
Florida,03/08/2021,262080,262080,pfizer
Georgia,03/08/2021,125190,125190,pfizer
Kentucky,03/08/2021,54990,54990,pfizer
Mississippi,03/08/2021,36270,36270,pfizer
North Carolina,03/08/2021,126360,126360,pfizer
South Carolina,03/08/2021,62010,62010,pfizer
Tennessee,03/08/2021,83070,83070,pfizer
Chicago,03/08/2021,33930,33930,pfizer
Illinois,03/08/2021,125190,125190,pfizer
Indiana,03/08/2021,80730,80730,pfizer
Michigan,03/08/2021,124020,124020,pfizer
Minnesota,03/08/2021,67860,67860,pfizer
Ohio,03/08/2021,143910,143910,pfizer
Wisconsin,03/08/2021,72540,72540,pfizer
Arkansas,03/08/2021,37440,37440,pfizer
Louisiana,03/08/2021,57330,57330,pfizer
New Mexico,03/08/2021,25740,25740,pfizer
Oklahoma,03/08/2021,47970,47970,pfizer
Texas,03/08/2021,328770,328770,pfizer
Iowa,03/08/2021,38610,38610,pfizer
Kansas,03/08/2021,35100,35100,pfizer
Missouri,03/08/2021,76050,76050,pfizer
Nebraska,03/08/2021,23400,23400,pfizer
Colorado,03/08/2021,69030,69030,pfizer
Montana,03/08/2021,14040,14040,pfizer
North Dakota,03/08/2021,10530,10530,pfizer
South Dakota,03/08/2021,10530,10530,pfizer
Utah,03/08/2021,35100,35100,pfizer
Wyoming,03/08/2021,8190,8190,pfizer
Arizona,03/08/2021,85410,85410,pfizer
California,03/08/2021,479700,479700,pfizer
Hawaii,03/08/2021,18720,18720,pfizer
Nevada,03/08/2021,36270,36270,pfizer
American Samoa,03/08/2021,0,0,pfizer
Guam,03/08/2021,0,0,pfizer
Marshall Islands,03/08/2021,0,0,pfizer
Micronesia,03/08/2021,0,0,pfizer
Mariana Islands,03/08/2021,0,0,pfizer
Palau,03/08/2021,0,0,pfizer
Alaska,03/08/2021,0,0,pfizer
Idaho,03/08/2021,19890,19890,pfizer
Oregon,03/08/2021,51480,51480,pfizer
Washington,03/08/2021,91260,91260,pfizer
Federal Entities,03/08/2021,230490,221130,pfizer
Alabama,03/01/2021,54990,54990,pfizer
Alaska,03/01/2021,53820,53820,pfizer
American Samoa,03/01/2021,9360,0,pfizer
Arizona,03/01/2021,78390,78390,pfizer
Arkansas,03/01/2021,33930,33930,pfizer
California,03/01/2021,438750,438750,pfizer
Chicago,03/01/2021,31590,31590,pfizer
Colorado,03/01/2021,63180,63180,pfizer
Connecticut,03/01/2021,42120,42120,pfizer
Delaware,03/01/2021,11700,11700,pfizer
District of Columbia,03/01/2021,9360,9360,pfizer
Federal Entities,03/01/2021,209430,190710,pfizer
Florida,03/01/2021,239850,239850,pfizer
Georgia,03/01/2021,114660,114660,pfizer
Guam,03/01/2021,21060,0,pfizer
Hawaii,03/01/2021,16380,16380,pfizer
Idaho,03/01/2021,18720,18720,pfizer
Illinois,03/01/2021,114660,114660,pfizer
Indiana,03/01/2021,74880,74880,pfizer
Iowa,03/01/2021,35100,35100,pfizer
Kansas,03/01/2021,32760,32760,pfizer
Kentucky,03/01/2021,50310,50310,pfizer
Louisiana,03/01/2021,52650,52650,pfizer
Maine,03/01/2021,16380,16380,pfizer
Mariana Islands,03/01/2021,9360,0,pfizer
Marshall Islands,03/01/2021,0,0,pfizer
Maryland,03/01/2021,69030,69030,pfizer
Massachusetts,03/01/2021,79560,79560,pfizer
Michigan,03/01/2021,113490,113490,pfizer
Micronesia,03/01/2021,0,0,pfizer
Minnesota,03/01/2021,62010,62010,pfizer
Mississippi,03/01/2021,33930,33930,pfizer
Missouri,03/01/2021,69030,69030,pfizer
Montana,03/01/2021,12870,12870,pfizer
Nebraska,03/01/2021,22230,22230,pfizer
Nevada,03/01/2021,33930,33930,pfizer
New Hampshire,03/01/2021,16380,16380,pfizer
New Jersey,03/01/2021,101790,101790,pfizer
New Mexico,03/01/2021,24570,24570,pfizer
New York,03/01/2021,128700,128700,pfizer
New York City,03/01/2021,98280,98280,pfizer
North Carolina,03/01/2021,115830,115830,pfizer
North Dakota,03/01/2021,9360,9360,pfizer
Ohio,03/01/2021,132210,132210,pfizer
Oklahoma,03/01/2021,43290,43290,pfizer
Oregon,03/01/2021,47970,47970,pfizer
Palau,03/01/2021,0,0,pfizer
Pennsylvania,03/01/2021,129870,129870,pfizer
Philadelphia,03/01/2021,18720,18720,pfizer
Puerto Rico,03/01/2021,39780,39780,pfizer
Rhode Island,03/01/2021,12870,12870,pfizer
South Carolina,03/01/2021,57330,57330,pfizer
South Dakota,03/01/2021,10530,10530,pfizer
Tennessee,03/01/2021,76050,76050,pfizer
Texas,03/01/2021,300690,300690,pfizer
U.S. Virgin Islands,03/01/2021,2340,2340,pfizer
Utah,03/01/2021,31590,31590,pfizer
Vermont,03/01/2021,8190,8190,pfizer
Virginia,03/01/2021,95940,95940,pfizer
Washington,03/01/2021,84240,84240,pfizer
West Virginia,03/01/2021,22230,22230,pfizer
Wisconsin,03/01/2021,66690,66690,pfizer
Wyoming,03/01/2021,7020,7020,pfizer
Alabama,02/22/2021,47970,47970,pfizer
Alaska,02/22/2021,0,0,pfizer
American Samoa,02/22/2021,0,0,pfizer
Arizona,02/22/2021,69030,69030,pfizer
Arkansas,02/22/2021,29250,29250,pfizer
California,02/22/2021,382590,382590,pfizer
Chicago,02/22/2021,26910,26910,pfizer
Colorado,02/22/2021,54990,54990,pfizer
Connecticut,02/22/2021,36270,36270,pfizer
Delaware,02/22/2021,10530,10530,pfizer
District of Columbia,02/22/2021,8190,8190,pfizer
Federal Entities,02/22/2021,166140,166140,pfizer
Florida,02/22/2021,209430,209430,pfizer
Georgia,02/22/2021,99450,99450,pfizer
Guam,02/22/2021,0,0,pfizer
Hawaii,02/22/2021,15210,15210,pfizer
Idaho,02/22/2021,16380,16380,pfizer
Illinois,02/22/2021,99450,99450,pfizer
Indiana,02/22/2021,64350,64350,pfizer
Iowa,02/22/2021,31590,31590,pfizer
Kansas,02/22/2021,28080,28080,pfizer
Kentucky,02/22/2021,44460,44460,pfizer
Louisiana,02/22/2021,45630,45630,pfizer
Maine,02/22/2021,14040,14040,pfizer
Mariana Islands,02/22/2021,0,0,pfizer
Marshall Islands,02/22/2021,0,0,pfizer
Maryland,02/22/2021,59670,59670,pfizer
Massachusetts,02/22/2021,70200,70200,pfizer
Michigan,02/22/2021,99450,99450,pfizer
Micronesia,02/22/2021,0,0,pfizer
Minnesota,02/22/2021,54990,54990,pfizer
Mississippi,02/22/2021,29250,29250,pfizer
Missouri,02/22/2021,60840,60840,pfizer
Montana,02/22/2021,10530,10530,pfizer
Nebraska,02/22/2021,18720,18720,pfizer
Nevada,02/22/2021,29250,29250,pfizer
New Hampshire,02/22/2021,14040,14040,pfizer
New Jersey,02/22/2021,88920,88920,pfizer
New Mexico,02/22/2021,21060,21060,pfizer
New York,02/22/2021,112320,112320,pfizer
New York City,02/22/2021,85410,85410,pfizer
North Carolina,02/22/2021,100620,100620,pfizer
North Dakota,02/22/2021,8190,8190,pfizer
Ohio,02/22/2021,115830,115830,pfizer
Oklahoma,02/22/2021,38610,38610,pfizer
Oregon,02/22/2021,42120,42120,pfizer
Palau,02/22/2021,0,0,pfizer
Pennsylvania,02/22/2021,113490,113490,pfizer
Philadelphia,02/22/2021,16380,16380,pfizer
Puerto Rico,02/22/2021,35100,35100,pfizer
Rhode Island,02/22/2021,11700,11700,pfizer
South Carolina,02/22/2021,49140,49140,pfizer
South Dakota,02/22/2021,9360,9360,pfizer
Tennessee,02/22/2021,65520,65520,pfizer
Texas,02/22/2021,262080,262080,pfizer
U.S. Virgin Islands,02/22/2021,1170,1170,pfizer
Utah,02/22/2021,28080,28080,pfizer
Vermont,02/22/2021,7020,7020,pfizer
Virginia,02/22/2021,84240,84240,pfizer
Washington,02/22/2021,73710,73710,pfizer
West Virginia,02/22/2021,18720,18720,pfizer
Wisconsin,02/22/2021,58500,58500,pfizer
Wyoming,02/22/2021,5850,5850,pfizer
Alabama,02/15/2021,30225,30225,pfizer
Alaska,02/15/2021,0,0,pfizer
American Samoa,02/15/2021,0,0,pfizer
Arizona,02/15/2021,42900,42900,pfizer
Arkansas,02/15/2021,18525,18525,pfizer
California,02/15/2021,241800,241800,pfizer
Chicago,02/15/2021,17550,17550,pfizer
Colorado,02/15/2021,35100,35100,pfizer
Connecticut,02/15/2021,23400,23400,pfizer
Delaware,02/15/2021,6825,6825,pfizer
District of Columbia,02/15/2021,4875,4875,pfizer
Federal Entities,02/15/2021,105300,105300,pfizer
Florida,02/15/2021,132600,132600,pfizer
Georgia,02/15/2021,63375,63375,pfizer
Guam,02/15/2021,0,0,pfizer
Hawaii,02/15/2021,9750,9750,pfizer
Idaho,02/15/2021,10725,10725,pfizer
Illinois,02/15/2021,63375,63375,pfizer
Indiana,02/15/2021,40950,40950,pfizer
Iowa,02/15/2021,19500,19500,pfizer
Kansas,02/15/2021,18525,18525,pfizer
Kentucky,02/15/2021,28275,28275,pfizer
Louisiana,02/15/2021,29250,29250,pfizer
Maine,02/15/2021,8775,8775,pfizer
Mariana Islands,02/15/2021,0,0,pfizer
Marshall Islands,02/15/2021,0,0,pfizer
Maryland,02/15/2021,38025,38025,pfizer
Massachusetts,02/15/2021,43875,43875,pfizer
Michigan,02/15/2021,62400,62400,pfizer
Micronesia,02/15/2021,0,0,pfizer
Minnesota,02/15/2021,34125,34125,pfizer
Mississippi,02/15/2021,18525,18525,pfizer
Missouri,02/15/2021,38025,38025,pfizer
Montana,02/15/2021,6825,6825,pfizer
Nebraska,02/15/2021,11700,11700,pfizer
Nevada,02/15/2021,18525,18525,pfizer
New Hampshire,02/15/2021,8775,8775,pfizer
New Jersey,02/15/2021,55575,55575,pfizer
New Mexico,02/15/2021,13650,13650,pfizer
New York,02/15/2021,71175,71175,pfizer
New York City,02/15/2021,53625,53625,pfizer
North Carolina,02/15/2021,63375,63375,pfizer
North Dakota,02/15/2021,4875,4875,pfizer
Ohio,02/15/2021,73125,73125,pfizer
Oklahoma,02/15/2021,24375,24375,pfizer
Oregon,02/15/2021,26325,26325,pfizer
Palau,02/15/2021,0,0,pfizer
Pennsylvania,02/15/2021,71175,71175,pfizer
Philadelphia,02/15/2021,10725,10725,pfizer
Puerto Rico,02/15/2021,22425,22425,pfizer
Rhode Island,02/15/2021,6825,6825,pfizer
South Carolina,02/15/2021,31200,31200,pfizer
South Dakota,02/15/2021,5850,5850,pfizer
Tennessee,02/15/2021,41925,41925,pfizer
Texas,02/15/2021,165750,165750,pfizer
U.S. Virgin Islands,02/15/2021,975,975,pfizer
Utah,02/15/2021,17550,17550,pfizer
Vermont,02/15/2021,4875,4875,pfizer
Virginia,02/15/2021,52650,52650,pfizer
Washington,02/15/2021,46800,46800,pfizer
West Virginia,02/15/2021,11700,11700,pfizer
Wisconsin,02/15/2021,37050,37050,pfizer
Wyoming,02/15/2021,3900,3900,pfizer
Alabama,02/08/2021,30225,30225,pfizer
Alaska,02/08/2021,0,0,pfizer
American Samoa,02/08/2021,0,0,pfizer
Arizona,02/08/2021,42900,42900,pfizer
Arkansas,02/08/2021,18525,18525,pfizer
California,02/08/2021,241800,241800,pfizer
Chicago,02/08/2021,17550,17550,pfizer
Colorado,02/08/2021,35100,35100,pfizer
Connecticut,02/08/2021,23400,23400,pfizer
Delaware,02/08/2021,6825,6825,pfizer
District of Columbia,02/08/2021,4875,4875,pfizer
Federal Entities,02/08/2021,105300,105300,pfizer
Florida,02/08/2021,132600,132600,pfizer
Georgia,02/08/2021,63375,63375,pfizer
Guam,02/08/2021,0,0,pfizer
Hawaii,02/08/2021,9750,9750,pfizer
Idaho,02/08/2021,10725,10725,pfizer
Illinois,02/08/2021,63375,63375,pfizer
Indiana,02/08/2021,40950,40950,pfizer
Iowa,02/08/2021,19500,19500,pfizer
Kansas,02/08/2021,18525,18525,pfizer
Kentucky,02/08/2021,28275,28275,pfizer
Louisiana,02/08/2021,29250,29250,pfizer
Maine,02/08/2021,8775,8775,pfizer
Mariana Islands,02/08/2021,0,0,pfizer
Marshall Islands,02/08/2021,0,0,pfizer
Maryland,02/08/2021,38025,38025,pfizer
Massachusetts,02/08/2021,43875,43875,pfizer
Michigan,02/08/2021,62400,62400,pfizer
Micronesia,02/08/2021,0,0,pfizer
Minnesota,02/08/2021,34125,34125,pfizer
Mississippi,02/08/2021,18525,18525,pfizer
Missouri,02/08/2021,38025,38025,pfizer
Montana,02/08/2021,6825,6825,pfizer
Nebraska,02/08/2021,11700,11700,pfizer
Nevada,02/08/2021,18525,18525,pfizer
New Hampshire,02/08/2021,8775,8775,pfizer
New Jersey,02/08/2021,55575,55575,pfizer
New Mexico,02/08/2021,13650,13650,pfizer
New York,02/08/2021,71175,71175,pfizer
New York City,02/08/2021,53625,53625,pfizer
North Carolina,02/08/2021,63375,63375,pfizer
North Dakota,02/08/2021,4875,4875,pfizer
Ohio,02/08/2021,73125,73125,pfizer
Oklahoma,02/08/2021,24375,24375,pfizer
Oregon,02/08/2021,26325,26325,pfizer
Palau,02/08/2021,0,0,pfizer
Pennsylvania,02/08/2021,71175,71175,pfizer
Philadelphia,02/08/2021,10725,10725,pfizer
Puerto Rico,02/08/2021,22425,22425,pfizer
Rhode Island,02/08/2021,6825,6825,pfizer
South Carolina,02/08/2021,31200,31200,pfizer
South Dakota,02/08/2021,5850,5850,pfizer
Tennessee,02/08/2021,41925,41925,pfizer
Texas,02/08/2021,165750,165750,pfizer
U.S. Virgin Islands,02/08/2021,975,975,pfizer
Utah,02/08/2021,17550,17550,pfizer
Vermont,02/08/2021,4875,4875,pfizer
Virginia,02/08/2021,52650,52650,pfizer
Washington,02/08/2021,46800,46800,pfizer
West Virginia,02/08/2021,11700,11700,pfizer
Wisconsin,02/08/2021,37050,37050,pfizer
Wyoming,02/08/2021,3900,3900,pfizer
Alabama,02/01/2021,30225,30225,pfizer
Alaska,02/01/2021,27300,27300,pfizer
American Samoa,02/01/2021,7800,0,pfizer
Arizona,02/01/2021,42900,42900,pfizer
Arkansas,02/01/2021,18525,18525,pfizer
California,02/01/2021,240825,240825,pfizer
Chicago,02/01/2021,17550,17550,pfizer
Colorado,02/01/2021,34125,34125,pfizer
Connecticut,02/01/2021,23400,23400,pfizer
Delaware,02/01/2021,6825,6825,pfizer
District of Columbia,02/01/2021,4875,4875,pfizer
Federal Entities,02/01/2021,119925,104325,pfizer
Florida,02/01/2021,131625,131625,pfizer
Georgia,02/01/2021,62400,62400,pfizer
Guam,02/01/2021,7800,0,pfizer
Hawaii,02/01/2021,9750,9750,pfizer
Idaho,02/01/2021,10725,10725,pfizer
Illinois,02/01/2021,62400,62400,pfizer
Indiana,02/01/2021,40950,40950,pfizer
Iowa,02/01/2021,19500,19500,pfizer
Kansas,02/01/2021,17550,17550,pfizer
